out_w7_redemption_help, w7_chenhai_redemption_attempt,帮助救赎, default, +50, -10, 0, +25, "bond_chenhai_tudi:+30", "chenhai_cult_line:-30", , "土地公帮助陈海生找到救赎之路"
out_w7_redemption_push, w7_chenhai_redemption_attempt,推下深渊, intervention_used, -30, 0, +30, 0, , "chenhai_cult_line:+40", , "顾沉舟的威胁彻底压垮了陈海生"

# ====================
# 顾沉舟线事件结果
# ====================

out_w3_temple_cooperate, w3_gus_temple_assessment,合作提议, default, 0, 0, 0, 0, "bond_guchenzhou_huiyuan:+15", "guchenzhou_cult_line:+10", , "顾沉舟提议与慧圆合作"
out_w3_temple_compete, w3_gus_temple_assessment,竞争关系, intervention_used, +20, 0, 0, 0, "bond_guchenzhou_huiyuan:-20", "huiyuan_temple_line:+15", , "慧圆将顾沉舟视为竞争对手"

out_w6_public_success, w6_gus_public_gathering,集会大成功, default, -80, 0, +30, 0, , "guchenzhou_cult_line:+30", cult_influence:+20, "大量镇民被邪教吸引，香火大幅下降"
out_w6_public_failure, w6_gus_public_gathering,集会遇阻, intervention_used, +40, -5, 0, +15, , "guchenzhou_cult_line:-20", , "土地公制造异象阻止集会，村民开始怀疑"

out_w7_announce_exposed, w7_gus_new_faith_announce,当场揭穿, default, +60, -15, 0, +30, , "guchenzhou_cult_line:-40", , "土地公公开揭穿顾沉舟的真面目"
out_w7_announce_allow, w7_gus_new_faith_announce,听之任之, intervention_used, -100, 0, +50, 0, , "guchenzhou_cult_line:+50", cult_influence:+30, "邪教声势达到顶峰"

# ====================
# 慧圆线事件结果
# ====================

out_w1_embezzle_note, w1_huiyuan_embezzle1,留下证据, default, 0, 0, 0, 0, , "huiyuan_temple_line:+5", , "土地公暗中记录慧圆的贪污行为"
out_w1_embezzle_cover, w1_huiyuan_embezzle1,帮助掩盖, intervention_used, -20, 0, +10, 0, "bond_huiyuan_tudi:+15", "huiyuan_temple_line:+15", , "土地公帮助掩盖，慧圆感激但腐败加剧"

out_w5_threat_yield, w5_huiyuan_threat_zhou,周行知退缩, default, 0, 0, +10, 0, "bond_zhou_huiyuan:-20", "huiyuan_temple_line:+20", , "周行知被慧圆威胁，暂时放弃调查"
out_w5_threat_persist, w5_huiyuan_threat_zhou,周行知坚持, intervention_used, +10, 0, 0, +10, "bond_zhou_huiyuan:-30", , , "周行知被威胁反而更加坚定调查"

out_w7_scandal_denounce, w7_huiyuan_exposed,谴责慧圆, default, +50, -10, 0, +20, "bond_huiyuan_tudi:-50", "huiyuan_temple_line:-30", , "土地公公开谴责慧圆的腐败行为"
out_w7_scandal_pardon, w7_huiyuan_exposed,宽恕并要求赎罪, intervention_used, +30, -5, 0, +30, "bond_huiyuan_tudi:+20", , , "土地公给予慧圆赎罪机会"

# ====================
# 江雪仪线事件结果
# ====================

out_w5_date_sincere, w5_jiang_mingchuan_date,真诚回应, default, 0, 0, 0, 0, "bond_mingchuan_jiang:+25", , , "江雪仪真诚回应许明川的感情"
out_w5_date_manipulate, w5_jiang_mingchuan_date,利用感情, intervention_used, 0, 0, +15, 0, "bond_mingchuan_jiang:+10", "guchenzhou_cult_line:+10", , "江雪仪利用感情获取许明川的信任"

out_w7_jiang_turn, w7_jiang_final_choice,背叛顾沉舟, default, +40, -10, 0, +25, "bond_mingchuan_jiang:+40", "guchenzhou_cult_line:-25", , "江雪仪选择爱情，背叛顾沉舟"
out_w7_jiang_loyal, w7_jiang_final_choice,忠于顾沉舟, intervention_used, -30, 0, +30, 0, "bond_mingchuan_jiang:-50", "guchenzhou_cult_line:+25", , "江雪仪选择完成使命，与许明川决裂"

# ====================
# 许明川线事件结果
# ====================

out_w7_confront_arrest, w7_mingchuan_jiang_confrontation,立即逮捕, default, 0, -10, 0, +15, "bond_mingchuan_jiang:-60", , , "许明川依法逮捕江雪仪"
out_w7_confront_deal, w7_mingchuan_jiang_confrontation,做交易放长线, intervention_used, +10, -5, +10, 0, , , , "许明川假装不知情，放长线钓大鱼"

out_w7_decide_public, w7_mingchuan_final_decision,灾难前公开, default, +80, -15, 0, +40, , "guchenzhou_cult_line:-35", public_order:+20, "许明川在灾难前公开所有证据"
out_w7_decide_wait, w7_mingchuan_final_decision,为秩序等待, intervention_used, +20, 0, 0, +10, , , public_order:+10, "为避免混乱，许明川选择灾后处理"

# ====================
# 日常事件结果样例
# ====================

out_coffee_chat_normal, daily_coffee_chat,愉快闲聊, default, +5, 0, 0, 0, , , happiness:+5, "咖啡店气氛愉快"
out_coffee_chat_gossip, daily_coffee_chat,听到重要情报, intervention_used, 0, 0, 0, 0, , , , "从闲聊中获得重要情报"

out_beach_calm, daily_beach_walk,平静散步, default, +5, 0, 0, 0, , , happiness:+5, "林潮音心情平复"
out_beach_vision, daily_beach_walk,海边异象, intervention_used, -10, 0, +5, 0, , "chaoyin_witch_line:+10", , "海边出现神秘异象"
